Time Step,Time,EVAPOTRANS,sloth_ice_fraction_schaake,sloth_ice_fraction_xinan,sloth_smp
342,2017-01-15 06:00:00,0.000000,0.000000,0.000000,0.000000
343,2017-01-15 07:00:00,0.000000,0.000000,0.000000,0.000000
344,2017-01-15 08:00:00,0.000000,0.000000,0.000000,0.000000
345,2017-01-15 09:00:00,0.000000,0.000000,0.000000,0.000000
346,2017-01-15 10:00:00,0.000000,0.000000,0.000000,0.000000
347,2017-01-15 11:00:00,0.000000,0.000000,0.000000,0.000000
348,2017-01-15 12:00:00,0.000000,0.000000,0.000000,0.000000
349,2017-01-15 13:00:00,0.000000,0.000000,0.000000,0.000000
350,2017-01-15 14:00:00,0.000000,0.000000,0.000000,0.000000
351,2017-01-15 15:00:00,0.000000,0.000000,0.000000,0.000000
352,2017-01-15 16:00:00,0.000000,0.000000,0.000000,0.000000
353,2017-01-15 17:00:00,0.000000,0.000000,0.000000,0.000000
354,2017-01-15 18:00:00,0.000000,0.000000,0.000000,0.000000
355,2017-01-15 19:00:00,0.000000,0.000000,0.000000,0.000000
356,2017-01-15 20:00:00,0.000000,0.000000,0.000000,0.000000
357,2017-01-15 21:00:00,0.000000,0.000000,0.000000,0.000000
358,2017-01-15 22:00:00,0.000000,0.000000,0.000000,0.000000
359,2017-01-15 23:00:00,0.000000,0.000000,0.000000,0.000000
360,2017-01-16 00:00:00,0.000000,0.000000,0.000000,0.000000
361,2017-01-16 01:00:00,0.000000,0.000000,0.000000,0.000000
362,2017-01-16 02:00:00,0.000000,0.000000,0.000000,0.000000
363,2017-01-16 03:00:00,0.000000,0.000000,0.000000,0.000000
364,2017-01-16 04:00:00,0.000000,0.000000,0.000000,0.000000
365,2017-01-16 05:00:00,0.000000,0.000000,0.000000,0.000000
366,2017-01-16 06:00:00,0.000000,0.000000,0.000000,0.000000
367,2017-01-16 07:00:00,0.000000,0.000000,0.000000,0.000000
368,2017-01-16 08:00:00,0.000000,0.000000,0.000000,0.000000
369,2017-01-16 09:00:00,0.000000,0.000000,0.000000,0.000000
370,2017-01-16 10:00:00,0.000000,0.000000,0.000000,0.000000
371,2017-01-16 11:00:00,0.000000,0.000000,0.000000,0.000000
372,2017-01-16 12:00:00,0.000000,0.000000,0.000000,0.000000
373,2017-01-16 13:00:00,0.000000,0.000000,0.000000,0.000000
374,2017-01-16 14:00:00,0.000000,0.000000,0.000000,0.000000
375,2017-01-16 15:00:00,0.000000,0.000000,0.000000,0.000000
376,2017-01-16 16:00:00,0.000000,0.000000,0.000000,0.000000
377,2017-01-16 17:00:00,0.000000,0.000000,0.000000,0.000000
378,2017-01-16 18:00:00,0.000000,0.000000,0.000000,0.000000
379,2017-01-16 19:00:00,0.000000,0.000000,0.000000,0.000000
380,2017-01-16 20:00:00,0.000000,0.000000,0.000000,0.000000
381,2017-01-16 21:00:00,0.000000,0.000000,0.000000,0.000000
382,2017-01-16 22:00:00,0.000000,0.000000,0.000000,0.000000
383,2017-01-16 23:00:00,0.000000,0.000000,0.000000,0.000000
384,2017-01-17 00:00:00,0.000000,0.000000,0.000000,0.000000
385,2017-01-17 01:00:00,0.000000,0.000000,0.000000,0.000000
386,2017-01-17 02:00:00,0.000000,0.000000,0.000000,0.000000
387,2017-01-17 03:00:00,0.000000,0.000000,0.000000,0.000000
388,2017-01-17 04:00:00,0.000000,0.000000,0.000000,0.000000
389,2017-01-17 05:00:00,0.000000,0.000000,0.000000,0.000000
390,2017-01-17 06:00:00,0.000000,0.000000,0.000000,0.000000
391,2017-01-17 07:00:00,0.000000,0.000000,0.000000,0.000000
392,2017-01-17 08:00:00,0.000000,0.000000,0.000000,0.000000
393,2017-01-17 09:00:00,0.000000,0.000000,0.000000,0.000000
394,2017-01-17 10:00:00,0.000000,0.000000,0.000000,0.000000
395,2017-01-17 11:00:00,0.000000,0.000000,0.000000,0.000000
396,2017-01-17 12:00:00,0.000000,0.000000,0.000000,0.000000
397,2017-01-17 13:00:00,0.000000,0.000000,0.000000,0.000000
398,2017-01-17 14:00:00,0.000000,0.000000,0.000000,0.000000
399,2017-01-17 15:00:00,0.000000,0.000000,0.000000,0.000000
400,2017-01-17 16:00:00,0.000000,0.000000,0.000000,0.000000
401,2017-01-17 17:00:00,0.000000,0.000000,0.000000,0.000000
402,2017-01-17 18:00:00,0.000000,0.000000,0.000000,0.000000
403,2017-01-17 19:00:00,0.000000,0.000000,0.000000,0.000000
404,2017-01-17 20:00:00,0.000000,0.000000,0.000000,0.000000
405,2017-01-17 21:00:00,0.000000,0.000000,0.000000,0.000000
406,2017-01-17 22:00:00,0.000000,0.000000,0.000000,0.000000
407,2017-01-17 23:00:00,0.000000,0.000000,0.000000,0.000000
408,2017-01-18 00:00:00,0.000000,0.000000,0.000000,0.000000
409,2017-01-18 01:00:00,0.000000,0.000000,0.000000,0.000000
410,2017-01-18 02:00:00,0.000000,0.000000,0.000000,0.000000
411,2017-01-18 03:00:00,0.000000,0.000000,0.000000,0.000000
412,2017-01-18 04:00:00,0.000000,0.000000,0.000000,0.000000
413,2017-01-18 05:00:00,0.000000,0.000000,0.000000,0.000000
414,2017-01-18 06:00:00,0.000000,0.000000,0.000000,0.000000
415,2017-01-18 07:00:00,0.000000,0.000000,0.000000,0.000000
416,2017-01-18 08:00:00,0.000000,0.000000,0.000000,0.000000
417,2017-01-18 09:00:00,0.000000,0.000000,0.000000,0.000000
418,2017-01-18 10:00:00,0.000000,0.000000,0.000000,0.000000
419,2017-01-18 11:00:00,0.000000,0.000000,0.000000,0.000000
420,2017-01-18 12:00:00,0.000000,0.000000,0.000000,0.000000
421,2017-01-18 13:00:00,0.000000,0.000000,0.000000,0.000000
422,2017-01-18 14:00:00,0.000000,0.000000,0.000000,0.000000
423,2017-01-18 15:00:00,0.000000,0.000000,0.000000,0.000000
424,2017-01-18 16:00:00,0.000000,0.000000,0.000000,0.000000
425,2017-01-18 17:00:00,0.000000,0.000000,0.000000,0.000000
426,2017-01-18 18:00:00,0.000000,0.000000,0.000000,0.000000
427,2017-01-18 19:00:00,0.000000,0.000000,0.000000,0.000000
428,2017-01-18 20:00:00,0.000000,0.000000,0.000000,0.000000
429,2017-01-18 21:00:00,0.000000,0.000000,0.000000,0.000000
430,2017-01-18 22:00:00,0.000000,0.000000,0.000000,0.000000
431,2017-01-18 23:00:00,0.000000,0.000000,0.000000,0.000000
432,2017-01-19 00:00:00,0.000000,0.000000,0.000000,0.000000
433,2017-01-19 01:00:00,0.000000,0.000000,0.000000,0.000000
434,2017-01-19 02:00:00,0.000000,0.000000,0.000000,0.000000
435,2017-01-19 03:00:00,0.000000,0.000000,0.000000,0.000000
436,2017-01-19 04:00:00,0.000000,0.000000,0.000000,0.000000
437,2017-01-19 05:00:00,0.000000,0.000000,0.000000,0.000000
438,2017-01-19 06:00:00,0.000000,0.000000,0.000000,0.000000
439,2017-01-19 07:00:00,0.000000,0.000000,0.000000,0.000000
440,2017-01-19 08:00:00,0.000000,0.000000,0.000000,0.000000
441,2017-01-19 09:00:00,0.000000,0.000000,0.000000,0.000000
442,2017-01-19 10:00:00,0.000000,0.000000,0.000000,0.000000
443,2017-01-19 11:00:00,0.000000,0.000000,0.000000,0.000000
444,2017-01-19 12:00:00,0.000000,0.000000,0.000000,0.000000
445,2017-01-19 13:00:00,0.000000,0.000000,0.000000,0.000000
446,2017-01-19 14:00:00,0.000000,0.000000,0.000000,0.000000
447,2017-01-19 15:00:00,0.000000,0.000000,0.000000,0.000000
448,2017-01-19 16:00:00,0.000000,0.000000,0.000000,0.000000
449,2017-01-19 17:00:00,0.000000,0.000000,0.000000,0.000000
450,2017-01-19 18:00:00,0.000000,0.000000,0.000000,0.000000
451,2017-01-19 19:00:00,0.000000,0.000000,0.000000,0.000000
452,2017-01-19 20:00:00,0.000000,0.000000,0.000000,0.000000
453,2017-01-19 21:00:00,0.000000,0.000000,0.000000,0.000000
454,2017-01-19 22:00:00,0.000000,0.000000,0.000000,0.000000
455,2017-01-19 23:00:00,0.000000,0.000000,0.000000,0.000000
456,2017-01-20 00:00:00,0.000000,0.000000,0.000000,0.000000
457,2017-01-20 01:00:00,0.000000,0.000000,0.000000,0.000000
458,2017-01-20 02:00:00,0.000000,0.000000,0.000000,0.000000
459,2017-01-20 03:00:00,0.000000,0.000000,0.000000,0.000000
460,2017-01-20 04:00:00,0.000000,0.000000,0.000000,0.000000
461,2017-01-20 05:00:00,0.000000,0.000000,0.000000,0.000000
462,2017-01-20 06:00:00,0.000000,0.000000,0.000000,0.000000
463,2017-01-20 07:00:00,0.000000,0.000000,0.000000,0.000000
464,2017-01-20 08:00:00,0.000000,0.000000,0.000000,0.000000
465,2017-01-20 09:00:00,0.000000,0.000000,0.000000,0.000000
466,2017-01-20 10:00:00,0.000000,0.000000,0.000000,0.000000
467,2017-01-20 11:00:00,0.000000,0.000000,0.000000,0.000000
468,2017-01-20 12:00:00,0.000000,0.000000,0.000000,0.000000
469,2017-01-20 13:00:00,0.000000,0.000000,0.000000,0.000000
470,2017-01-20 14:00:00,0.000000,0.000000,0.000000,0.000000
471,2017-01-20 15:00:00,0.000000,0.000000,0.000000,0.000000
472,2017-01-20 16:00:00,0.000000,0.000000,0.000000,0.000000
473,2017-01-20 17:00:00,0.000000,0.000000,0.000000,0.000000
474,2017-01-20 18:00:00,0.000000,0.000000,0.000000,0.000000
475,2017-01-20 19:00:00,0.000000,0.000000,0.000000,0.000000
476,2017-01-20 20:00:00,0.000000,0.000000,0.000000,0.000000
477,2017-01-20 21:00:00,0.000000,0.000000,0.000000,0.000000
478,2017-01-20 22:00:00,0.000000,0.000000,0.000000,0.000000
479,2017-01-20 23:00:00,0.000000,0.000000,0.000000,0.000000
480,2017-01-21 00:00:00,0.000000,0.000000,0.000000,0.000000
481,2017-01-21 01:00:00,0.000000,0.000000,0.000000,0.000000
482,2017-01-21 02:00:00,0.000000,0.000000,0.000000,0.000000
483,2017-01-21 03:00:00,0.000000,0.000000,0.000000,0.000000
484,2017-01-21 04:00:00,0.000000,0.000000,0.000000,0.000000
485,2017-01-21 05:00:00,0.000000,0.000000,0.000000,0.000000
486,2017-01-21 06:00:00,0.000000,0.000000,0.000000,0.000000
487,2017-01-21 07:00:00,0.000000,0.000000,0.000000,0.000000
488,2017-01-21 08:00:00,0.000000,0.000000,0.000000,0.000000
489,2017-01-21 09:00:00,0.000000,0.000000,0.000000,0.000000
490,2017-01-21 10:00:00,0.000000,0.000000,0.000000,0.000000
491,2017-01-21 11:00:00,0.000000,0.000000,0.000000,0.000000
492,2017-01-21 12:00:00,0.000000,0.000000,0.000000,0.000000
493,2017-01-21 13:00:00,0.000000,0.000000,0.000000,0.000000
494,2017-01-21 14:00:00,0.000000,0.000000,0.000000,0.000000
495,2017-01-21 15:00:00,0.000000,0.000000,0.000000,0.000000
496,2017-01-21 16:00:00,0.000000,0.000000,0.000000,0.000000
497,2017-01-21 17:00:00,0.000000,0.000000,0.000000,0.000000
498,2017-01-21 18:00:00,0.000000,0.000000,0.000000,0.000000
499,2017-01-21 19:00:00,0.000000,0.000000,0.000000,0.000000
500,2017-01-21 20:00:00,0.000000,0.000000,0.000000,0.000000
501,2017-01-21 21:00:00,0.000000,0.000000,0.000000,0.000000
502,2017-01-21 22:00:00,0.000000,0.000000,0.000000,0.000000
503,2017-01-21 23:00:00,0.000000,0.000000,0.000000,0.000000
504,2017-01-22 00:00:00,0.000000,0.000000,0.000000,0.000000
505,2017-01-22 01:00:00,0.000000,0.000000,0.000000,0.000000
506,2017-01-22 02:00:00,0.000000,0.000000,0.000000,0.000000
507,2017-01-22 03:00:00,0.000000,0.000000,0.000000,0.000000
508,2017-01-22 04:00:00,0.000000,0.000000,0.000000,0.000000
509,2017-01-22 05:00:00,0.000000,0.000000,0.000000,0.000000
510,2017-01-22 06:00:00,0.000000,0.000000,0.000000,0.000000
511,2017-01-22 07:00:00,0.000000,0.000000,0.000000,0.000000
512,2017-01-22 08:00:00,0.000000,0.000000,0.000000,0.000000
513,2017-01-22 09:00:00,0.000000,0.000000,0.000000,0.000000
514,2017-01-22 10:00:00,0.000000,0.000000,0.000000,0.000000
515,2017-01-22 11:00:00,0.000000,0.000000,0.000000,0.000000
516,2017-01-22 12:00:00,0.000000,0.000000,0.000000,0.000000
517,2017-01-22 13:00:00,0.000000,0.000000,0.000000,0.000000
518,2017-01-22 14:00:00,0.000000,0.000000,0.000000,0.000000
519,2017-01-22 15:00:00,0.000000,0.000000,0.000000,0.000000
520,2017-01-22 16:00:00,0.000000,0.000000,0.000000,0.000000
521,2017-01-22 17:00:00,0.000000,0.000000,0.000000,0.000000
522,2017-01-22 18:00:00,0.000000,0.000000,0.000000,0.000000
523,2017-01-22 19:00:00,0.000000,0.000000,0.000000,0.000000
524,2017-01-22 20:00:00,0.000000,0.000000,0.000000,0.000000
525,2017-01-22 21:00:00,0.000000,0.000000,0.000000,0.000000
526,2017-01-22 22:00:00,0.000000,0.000000,0.000000,0.000000
527,2017-01-22 23:00:00,0.000000,0.000000,0.000000,0.000000
528,2017-01-23 00:00:00,0.000000,0.000000,0.000000,0.000000
529,2017-01-23 01:00:00,0.000000,0.000000,0.000000,0.000000
530,2017-01-23 02:00:00,0.000000,0.000000,0.000000,0.000000
531,2017-01-23 03:00:00,0.000000,0.000000,0.000000,0.000000
532,2017-01-23 04:00:00,0.000000,0.000000,0.000000,0.000000
533,2017-01-23 05:00:00,0.000000,0.000000,0.000000,0.000000
534,2017-01-23 06:00:00,0.000000,0.000000,0.000000,0.000000
535,2017-01-23 07:00:00,0.000000,0.000000,0.000000,0.000000
536,2017-01-23 08:00:00,0.000000,0.000000,0.000000,0.000000
537,2017-01-23 09:00:00,0.000000,0.000000,0.000000,0.000000
538,2017-01-23 10:00:00,0.000000,0.000000,0.000000,0.000000
539,2017-01-23 11:00:00,0.000000,0.000000,0.000000,0.000000
540,2017-01-23 12:00:00,0.000000,0.000000,0.000000,0.000000
541,2017-01-23 13:00:00,0.000000,0.000000,0.000000,0.000000
542,2017-01-23 14:00:00,0.000000,0.000000,0.000000,0.000000
543,2017-01-23 15:00:00,0.000000,0.000000,0.000000,0.000000
544,2017-01-23 16:00:00,0.000000,0.000000,0.000000,0.000000
545,2017-01-23 17:00:00,0.000000,0.000000,0.000000,0.000000
546,2017-01-23 18:00:00,0.000000,0.000000,0.000000,0.000000
547,2017-01-23 19:00:00,0.000000,0.000000,0.000000,0.000000
548,2017-01-23 20:00:00,0.000000,0.000000,0.000000,0.000000
549,2017-01-23 21:00:00,0.000000,0.000000,0.000000,0.000000
550,2017-01-23 22:00:00,0.000000,0.000000,0.000000,0.000000
551,2017-01-23 23:00:00,0.000000,0.000000,0.000000,0.000000
552,2017-01-24 00:00:00,0.000000,0.000000,0.000000,0.000000
553,2017-01-24 01:00:00,0.000000,0.000000,0.000000,0.000000
554,2017-01-24 02:00:00,0.000000,0.000000,0.000000,0.000000
555,2017-01-24 03:00:00,0.000000,0.000000,0.000000,0.000000
556,2017-01-24 04:00:00,0.000000,0.000000,0.000000,0.000000
557,2017-01-24 05:00:00,0.000000,0.000000,0.000000,0.000000
558,2017-01-24 06:00:00,0.000000,0.000000,0.000000,0.000000
559,2017-01-24 07:00:00,0.000000,0.000000,0.000000,0.000000
560,2017-01-24 08:00:00,0.000000,0.000000,0.000000,0.000000
561,2017-01-24 09:00:00,0.000000,0.000000,0.000000,0.000000
562,2017-01-24 10:00:00,0.000000,0.000000,0.000000,0.000000
563,2017-01-24 11:00:00,0.000000,0.000000,0.000000,0.000000
564,2017-01-24 12:00:00,0.000000,0.000000,0.000000,0.000000
565,2017-01-24 13:00:00,0.000000,0.000000,0.000000,0.000000
566,2017-01-24 14:00:00,0.000000,0.000000,0.000000,0.000000
567,2017-01-24 15:00:00,0.000000,0.000000,0.000000,0.000000
568,2017-01-24 16:00:00,0.000000,0.000000,0.000000,0.000000
569,2017-01-24 17:00:00,0.000000,0.000000,0.000000,0.000000
570,2017-01-24 18:00:00,0.000000,0.000000,0.000000,0.000000
571,2017-01-24 19:00:00,0.000000,0.000000,0.000000,0.000000
572,2017-01-24 20:00:00,0.000000,0.000000,0.000000,0.000000
573,2017-01-24 21:00:00,0.000000,0.000000,0.000000,0.000000
574,2017-01-24 22:00:00,0.000000,0.000000,0.000000,0.000000
575,2017-01-24 23:00:00,0.000000,0.000000,0.000000,0.000000
576,2017-01-25 00:00:00,0.000000,0.000000,0.000000,0.000000
577,2017-01-25 01:00:00,0.000000,0.000000,0.000000,0.000000
578,2017-01-25 02:00:00,0.000000,0.000000,0.000000,0.000000
579,2017-01-25 03:00:00,0.000000,0.000000,0.000000,0.000000
580,2017-01-25 04:00:00,0.000000,0.000000,0.000000,0.000000
581,2017-01-25 05:00:00,0.000000,0.000000,0.000000,0.000000
582,2017-01-25 06:00:00,0.000000,0.000000,0.000000,0.000000
583,2017-01-25 07:00:00,0.000000,0.000000,0.000000,0.000000
584,2017-01-25 08:00:00,0.000000,0.000000,0.000000,0.000000
585,2017-01-25 09:00:00,0.000000,0.000000,0.000000,0.000000
586,2017-01-25 10:00:00,0.000000,0.000000,0.000000,0.000000
587,2017-01-25 11:00:00,0.000000,0.000000,0.000000,0.000000
588,2017-01-25 12:00:00,0.000000,0.000000,0.000000,0.000000
589,2017-01-25 13:00:00,0.000000,0.000000,0.000000,0.000000
590,2017-01-25 14:00:00,0.000000,0.000000,0.000000,0.000000
591,2017-01-25 15:00:00,0.000000,0.000000,0.000000,0.000000
592,2017-01-25 16:00:00,0.000000,0.000000,0.000000,0.000000
593,2017-01-25 17:00:00,0.000000,0.000000,0.000000,0.000000
594,2017-01-25 18:00:00,0.000000,0.000000,0.000000,0.000000
595,2017-01-25 19:00:00,0.000000,0.000000,0.000000,0.000000
596,2017-01-25 20:00:00,0.000000,0.000000,0.000000,0.000000
597,2017-01-25 21:00:00,0.000000,0.000000,0.000000,0.000000
598,2017-01-25 22:00:00,0.000000,0.000000,0.000000,0.000000
599,2017-01-25 23:00:00,0.000000,0.000000,0.000000,0.000000
600,2017-01-26 00:00:00,0.000000,0.000000,0.000000,0.000000
601,2017-01-26 01:00:00,0.000000,0.000000,0.000000,0.000000
602,2017-01-26 02:00:00,0.000000,0.000000,0.000000,0.000000
603,2017-01-26 03:00:00,0.000000,0.000000,0.000000,0.000000
604,2017-01-26 04:00:00,0.000000,0.000000,0.000000,0.000000
605,2017-01-26 05:00:00,0.000000,0.000000,0.000000,0.000000
606,2017-01-26 06:00:00,0.000000,0.000000,0.000000,0.000000
607,2017-01-26 07:00:00,0.000000,0.000000,0.000000,0.000000
608,2017-01-26 08:00:00,0.000000,0.000000,0.000000,0.000000
609,2017-01-26 09:00:00,0.000000,0.000000,0.000000,0.000000
610,2017-01-26 10:00:00,0.000000,0.000000,0.000000,0.000000
611,2017-01-26 11:00:00,0.000000,0.000000,0.000000,0.000000
612,2017-01-26 12:00:00,0.000000,0.000000,0.000000,0.000000
613,2017-01-26 13:00:00,0.000000,0.000000,0.000000,0.000000
614,2017-01-26 14:00:00,0.000000,0.000000,0.000000,0.000000
615,2017-01-26 15:00:00,0.000000,0.000000,0.000000,0.000000
616,2017-01-26 16:00:00,0.000000,0.000000,0.000000,0.000000
617,2017-01-26 17:00:00,0.000000,0.000000,0.000000,0.000000
618,2017-01-26 18:00:00,0.000000,0.000000,0.000000,0.000000
619,2017-01-26 19:00:00,0.000000,0.000000,0.000000,0.000000
620,2017-01-26 20:00:00,0.000000,0.000000,0.000000,0.000000
621,2017-01-26 21:00:00,0.000000,0.000000,0.000000,0.000000
622,2017-01-26 22:00:00,0.000000,0.000000,0.000000,0.000000
623,2017-01-26 23:00:00,0.000000,0.000000,0.000000,0.000000
624,2017-01-27 00:00:00,0.000000,0.000000,0.000000,0.000000
625,2017-01-27 01:00:00,0.000000,0.000000,0.000000,0.000000
626,2017-01-27 02:00:00,0.000000,0.000000,0.000000,0.000000
627,2017-01-27 03:00:00,0.000000,0.000000,0.000000,0.000000
628,2017-01-27 04:00:00,0.000000,0.000000,0.000000,0.000000
629,2017-01-27 05:00:00,0.000000,0.000000,0.000000,0.000000
630,2017-01-27 06:00:00,0.000000,0.000000,0.000000,0.000000
631,2017-01-27 07:00:00,0.000000,0.000000,0.000000,0.000000
632,2017-01-27 08:00:00,0.000000,0.000000,0.000000,0.000000
633,2017-01-27 09:00:00,0.000000,0.000000,0.000000,0.000000
634,2017-01-27 10:00:00,0.000000,0.000000,0.000000,0.000000
635,2017-01-27 11:00:00,0.000000,0.000000,0.000000,0.000000
636,2017-01-27 12:00:00,0.000000,0.000000,0.000000,0.000000
637,2017-01-27 13:00:00,0.000000,0.000000,0.000000,0.000000
638,2017-01-27 14:00:00,0.000000,0.000000,0.000000,0.000000
639,2017-01-27 15:00:00,0.000000,0.000000,0.000000,0.000000
640,2017-01-27 16:00:00,0.000000,0.000000,0.000000,0.000000
641,2017-01-27 17:00:00,0.000000,0.000000,0.000000,0.000000
642,2017-01-27 18:00:00,0.000000,0.000000,0.000000,0.000000
643,2017-01-27 19:00:00,0.000000,0.000000,0.000000,0.000000
644,2017-01-27 20:00:00,0.000000,0.000000,0.000000,0.000000
645,2017-01-27 21:00:00,0.000000,0.000000,0.000000,0.000000
646,2017-01-27 22:00:00,0.000000,0.000000,0.000000,0.000000
647,2017-01-27 23:00:00,0.000000,0.000000,0.000000,0.000000
648,2017-01-28 00:00:00,0.000000,0.000000,0.000000,0.000000
649,2017-01-28 01:00:00,0.000000,0.000000,0.000000,0.000000
650,2017-01-28 02:00:00,0.000000,0.000000,0.000000,0.000000
651,2017-01-28 03:00:00,0.000000,0.000000,0.000000,0.000000
652,2017-01-28 04:00:00,0.000000,0.000000,0.000000,0.000000
653,2017-01-28 05:00:00,0.000000,0.000000,0.000000,0.000000
654,2017-01-28 06:00:00,0.000000,0.000000,0.000000,0.000000
655,2017-01-28 07:00:00,0.000000,0.000000,0.000000,0.000000
656,2017-01-28 08:00:00,0.000000,0.000000,0.000000,0.000000
657,2017-01-28 09:00:00,0.000000,0.000000,0.000000,0.000000
658,2017-01-28 10:00:00,0.000000,0.000000,0.000000,0.000000
659,2017-01-28 11:00:00,0.000000,0.000000,0.000000,0.000000
660,2017-01-28 12:00:00,0.000000,0.000000,0.000000,0.000000
661,2017-01-28 13:00:00,0.000000,0.000000,0.000000,0.000000
662,2017-01-28 14:00:00,0.000000,0.000000,0.000000,0.000000
663,2017-01-28 15:00:00,0.000000,0.000000,0.000000,0.000000
664,2017-01-28 16:00:00,0.000000,0.000000,0.000000,0.000000
665,2017-01-28 17:00:00,0.000000,0.000000,0.000000,0.000000
666,2017-01-28 18:00:00,0.000000,0.000000,0.000000,0.000000
667,2017-01-28 19:00:00,0.000000,0.000000,0.000000,0.000000
668,2017-01-28 20:00:00,0.000000,0.000000,0.000000,0.000000
669,2017-01-28 21:00:00,0.000000,0.000000,0.000000,0.000000
670,2017-01-28 22:00:00,0.000000,0.000000,0.000000,0.000000
671,2017-01-28 23:00:00,0.000000,0.000000,0.000000,0.000000
672,2017-01-29 00:00:00,0.000000,0.000000,0.000000,0.000000
673,2017-01-29 01:00:00,0.000000,0.000000,0.000000,0.000000
674,2017-01-29 02:00:00,0.000000,0.000000,0.000000,0.000000
675,2017-01-29 03:00:00,0.000000,0.000000,0.000000,0.000000
676,2017-01-29 04:00:00,0.000000,0.000000,0.000000,0.000000
677,2017-01-29 05:00:00,0.000000,0.000000,0.000000,0.000000
678,2017-01-29 06:00:00,0.000000,0.000000,0.000000,0.000000
679,2017-01-29 07:00:00,0.000000,0.000000,0.000000,0.000000
680,2017-01-29 08:00:00,0.000000,0.000000,0.000000,0.000000
681,2017-01-29 09:00:00,0.000000,0.000000,0.000000,0.000000
682,2017-01-29 10:00:00,0.000000,0.000000,0.000000,0.000000
683,2017-01-29 11:00:00,0.000000,0.000000,0.000000,0.000000
684,2017-01-29 12:00:00,0.000000,0.000000,0.000000,0.000000
